paper_id,forum,title,pdf_url
Zsc453SAJa,Zsc453SAJa,GODA: Goal-conditioned Data Augmentation,https://openreview.net/pdf?id=Zsc453SAJa
yBhSORdXqq,yBhSORdXqq,Modular addition without black-boxes: Compressing explanations of MLPs that compute numerical integration,https://openreview.net/pdf?id=yBhSORdXqq
JQQDePbfxh,JQQDePbfxh,Private Mechanism Design via Quantile Estimation,https://openreview.net/pdf?id=JQQDePbfxh
eAgnpmxUu1,eAgnpmxUu1,Dreamer XL: Towards High-Resolution Text-to-3D Generation via Trajectory Score Matching,https://openreview.net/pdf?id=eAgnpmxUu1
8fLgt7PQza,8fLgt7PQza,Reasoning-Enhanced Healthcare Predictions with Knowledge Graph Community Retrieval,https://openreview.net/pdf?id=8fLgt7PQza
yJ9QNbpMi2,yJ9QNbpMi2,Brain Mapping with Dense Features: Grounding Cortical Semantic Selectivity in Natural Images With Vision Transformers,https://openreview.net/pdf?id=yJ9QNbpMi2
mFHPoYVeqN,mFHPoYVeqN,Feature-Specific Coefficients of Determination in Tree Ensembles,https://openreview.net/pdf?id=mFHPoYVeqN
IEMmEd5Jgm,IEMmEd5Jgm,X-Drive: Cross-modality Consistent Multi-Sensor Data Synthesis for Driving Scenarios,https://openreview.net/pdf?id=IEMmEd5Jgm
v0FzmPCd1e,v0FzmPCd1e,Selective Attention Improves Transformer,https://openreview.net/pdf?id=v0FzmPCd1e
vc1i3a4O99,vc1i3a4O99,Interpreting and Steering LLM Representations with Mutual Information-based Explanations on Sparse Autoencoders,https://openreview.net/pdf?id=vc1i3a4O99
s3003xWtfd,s3003xWtfd,CoreInfer: Accelerating Large Language Model Inference with Semantics-Inspired Adaptive Sparse Activation,https://openreview.net/pdf?id=s3003xWtfd
HUjFpOgVCK,HUjFpOgVCK,ACAV-1M: Data Curation and Benchmarking for Audio-Visual Representation Learning,https://openreview.net/pdf?id=HUjFpOgVCK
R8APzK2Vsf,R8APzK2Vsf,Advancing Table Understanding of Large Language Models via Feature Re-ordering,https://openreview.net/pdf?id=R8APzK2Vsf
SsWMJ42hJO,SsWMJ42hJO,Preventing Collapse in Contrastive Learning with Orthonormal Prototypes (CLOP),https://openreview.net/pdf?id=SsWMJ42hJO
hVwS9KkY6V,hVwS9KkY6V,Generative Visual Instruction Tuning,https://openreview.net/pdf?id=hVwS9KkY6V
6N5OM5Duuj,6N5OM5Duuj,STAR: Stability-Inducing Weight Perturbation for Continual Learning,https://openreview.net/pdf?id=6N5OM5Duuj
Y1XkzMJpPd,Y1XkzMJpPd,OMNI-EPIC: Open-endedness via Models of human Notions of Interestingness with Environments Programmed in Code,https://openreview.net/pdf?id=Y1XkzMJpPd
3ANoEa7roV,3ANoEa7roV,Systematic Assessment of Tabular Data Synthesis,https://openreview.net/pdf?id=3ANoEa7roV
6Mg7pjG7Sw,6Mg7pjG7Sw,CSA: Data-efficient Mapping of Unimodal Features to Multimodal Features,https://openreview.net/pdf?id=6Mg7pjG7Sw
nu1H4MdxcB,nu1H4MdxcB,Sparse spatio temporal reconstruction with Closable Kernel Space,https://openreview.net/pdf?id=nu1H4MdxcB
o3pJU5QCtv,o3pJU5QCtv,EC-Diffuser: Multi-Object Manipulation via Entity-Centric Behavior Generation,https://openreview.net/pdf?id=o3pJU5QCtv
AVAlVPdQp7,AVAlVPdQp7,Differentiable Average Precision Loss in DETR,https://openreview.net/pdf?id=AVAlVPdQp7
gWrWUaCbMa,gWrWUaCbMa,A Truncated Newton Method for Optimal Transport,https://openreview.net/pdf?id=gWrWUaCbMa
sNntRFmn72,sNntRFmn72,Cavia: Camera-controllable Multi-view Video Diffusion with View-Integrated Attention,https://openreview.net/pdf?id=sNntRFmn72
PbC786k7qc,PbC786k7qc,Enhancing Multimodal Survival Prediction with Pathology Reports in Hyperbolic Space,https://openreview.net/pdf?id=PbC786k7qc
MBkoYFftRa,MBkoYFftRa,Accelerate High-Quality Diffusion Models with Inner Loop Feedback,https://openreview.net/pdf?id=MBkoYFftRa
6jyEj4rGZJ,6jyEj4rGZJ,GroundingBooth: Grounding Text-to-Image Customization,https://openreview.net/pdf?id=6jyEj4rGZJ
QlvL6eEOC6,QlvL6eEOC6,KV Prediction for Improved Time to First Token,https://openreview.net/pdf?id=QlvL6eEOC6
2NqssmiXLu,2NqssmiXLu,Automated Proof Generation for Rust Code via Self-Evolution,https://openreview.net/pdf?id=2NqssmiXLu
LkzuPorQ5L,LkzuPorQ5L,Cut the Crap: An Economical Communication Pipeline for LLM-based Multi-Agent Systems,https://openreview.net/pdf?id=LkzuPorQ5L
gw4hYNFUIC,gw4hYNFUIC,S3E: Semantic Symbolic State Estimation With Vision-Language Foundation Models,https://openreview.net/pdf?id=gw4hYNFUIC
oStNAMWELS,oStNAMWELS,Revealing and Reducing Gender Biases in Vision and Language Assistants (VLAs),https://openreview.net/pdf?id=oStNAMWELS
BkvjVqk461,BkvjVqk461,A Modified Proximal-Perturbed Lagrangian for Non-Convex Non-Smooth Representatives of Fairness Constraints,https://openreview.net/pdf?id=BkvjVqk461
rDRCIvTppL,rDRCIvTppL,Boosting Camera Motion Control for Video Diffusion Transformers,https://openreview.net/pdf?id=rDRCIvTppL
92FEM1voOW,92FEM1voOW,Multi-Scale Latent Points Consistency Models for 3D Shape Generation,https://openreview.net/pdf?id=92FEM1voOW
9sOR0nYLtz,9sOR0nYLtz,Zero-Shot Whole-Body Humanoid Control via Behavioral Foundation Models,https://openreview.net/pdf?id=9sOR0nYLtz
azQiiSWrtx,azQiiSWrtx,MEXMA: Token-level objectives improve sentence representations,https://openreview.net/pdf?id=azQiiSWrtx
N6ba2xsmds,N6ba2xsmds,Outlier Synthesis via Hamiltonian Monte Carlo for Out-of-Distribution Detection,https://openreview.net/pdf?id=N6ba2xsmds
i6b2TrTNMz,i6b2TrTNMz,A Third-Person Appraisal Agent: Learning to Reason About Emotions in Conversational Contexts,https://openreview.net/pdf?id=i6b2TrTNMz
lHbLpwbEyt,lHbLpwbEyt,Enhancing Cognition and Explainability of Multimodal Foundation Models with Self-Synthesized Data,https://openreview.net/pdf?id=lHbLpwbEyt
JapY2HtNI5,JapY2HtNI5,RNAformer: Axial-Attention For Homology-Aware RNA Secondary Structure Prediction,https://openreview.net/pdf?id=JapY2HtNI5
FOcleL0ltt,FOcleL0ltt,UniComposer: Band-Level Music Composition with Symbolic and Audio Unification,https://openreview.net/pdf?id=FOcleL0ltt
Xxpt66OgHI,Xxpt66OgHI,LEGACY: A Lightweight Adaptive Gradient Compression Strategy for Distributed Deep Learning,https://openreview.net/pdf?id=Xxpt66OgHI
M29nUGozPa,M29nUGozPa,SMI-Editor: Edit-based SMILES Language Model with Fragment-level Supervision,https://openreview.net/pdf?id=M29nUGozPa
r4GxmIBDbO,r4GxmIBDbO,Diffusion Pretraining for Gait Recognition in the Wild,https://openreview.net/pdf?id=r4GxmIBDbO
OT2NFdNrny,OT2NFdNrny,Improving Denoising Diffusion with Efficient Conditional Entropy Reduction,https://openreview.net/pdf?id=OT2NFdNrny
FGSgsefE0Y,FGSgsefE0Y,MMRole: A Comprehensive Framework for Developing and Evaluating Multimodal Role-Playing Agents,https://openreview.net/pdf?id=FGSgsefE0Y
w2BELPYbU0,w2BELPYbU0,I-Max: Maximize the Resolution Potential of Pre-trained Rectified Flow Transformers with Projected Flow,https://openreview.net/pdf?id=w2BELPYbU0
FDhAngvHuf,FDhAngvHuf,Measuring Bias of Web-filtered Text Datasets and Bias Propagation Through Training,https://openreview.net/pdf?id=FDhAngvHuf
afgqQYxTyR,afgqQYxTyR,AutoLoRA: AutoGuidance Meets Low-Rank Adaptation for Diffusion Models,https://openreview.net/pdf?id=afgqQYxTyR
CEE9cAQJ10,CEE9cAQJ10,A Graph-Based Synthetic Data Pipeline for Scaling High-Quality Data,https://openreview.net/pdf?id=CEE9cAQJ10
aCz7TiKjwJ,aCz7TiKjwJ,UTSD: Unified Time Series Diffusion Model,https://openreview.net/pdf?id=aCz7TiKjwJ
KaV6jGCxvs,KaV6jGCxvs,PFAvatar: Avatar Reconstruction from Multiple In-the-wild Images,https://openreview.net/pdf?id=KaV6jGCxvs
exfy4e7OJq,exfy4e7OJq,Learning Towards Emergence: Paving the Way to Induce Emergence by Inhibiting Monosemantic Neurons on Pre-trained Models,https://openreview.net/pdf?id=exfy4e7OJq
xTsvE8gOPT,xTsvE8gOPT,Tradiffusion++：Hierarchical Guidance for Fine-Grained Trajectory-Based  Image Generation,https://openreview.net/pdf?id=xTsvE8gOPT
Z5nqeTH24j,Z5nqeTH24j,VidEgoThink: Assessing Egocentric Video Understanding Capabilities for Embodied AI,https://openreview.net/pdf?id=Z5nqeTH24j
4wtcXV0kbi,4wtcXV0kbi,S7: Selective and Simplified State Space Layers for Sequence Modeling,https://openreview.net/pdf?id=4wtcXV0kbi
UzgMX1rwGc,UzgMX1rwGc,Smart Placement Enhanced Vision: Enhancing 3D-Detection With Learned 3D Placement,https://openreview.net/pdf?id=UzgMX1rwGc
996aKQIom0,996aKQIom0,PingPong: A Benchmark for Role-Playing Language Models with User Emulation and Multi-Model Evaluation,https://openreview.net/pdf?id=996aKQIom0
iX7eHHE5Tx,iX7eHHE5Tx,REMEDY: Recipe Merging Dynamics in Large Vision-Language Models,https://openreview.net/pdf?id=iX7eHHE5Tx
DaA0wAcTY7,DaA0wAcTY7,TIPS: Text-Image Pretraining with Spatial awareness,https://openreview.net/pdf?id=DaA0wAcTY7
xxzukMsYs9,xxzukMsYs9,3D Object Manipulation in a Single Image Using Generative Models,https://openreview.net/pdf?id=xxzukMsYs9
lo3nlFHOft,lo3nlFHOft,From Promise to Practice: Realizing High-performance Decentralized Training,https://openreview.net/pdf?id=lo3nlFHOft
yIRtu2FJvY,yIRtu2FJvY,A Matrix Variational Auto-Encoder for Variant Effect Prediction in Pharmacogenes,https://openreview.net/pdf?id=yIRtu2FJvY
GVABHyvrRU,GVABHyvrRU,Diffusion Compose: Compositional Depth Aware Scene Editing in Diffusion Models,https://openreview.net/pdf?id=GVABHyvrRU
pr37sbuhVa,pr37sbuhVa,mPLUG-Owl3: Towards Long Image-Sequence Understanding in Multi-Modal Large Language Models,https://openreview.net/pdf?id=pr37sbuhVa
jkpGIxSsUD,jkpGIxSsUD,Long-Sequence Recommendation Models Need Decoupled Embeddings,https://openreview.net/pdf?id=jkpGIxSsUD
NtDXCDvkXJ,NtDXCDvkXJ,The Renaissance of Classic Feature Aggregations for Visual Place Recognition in the Era of Foundation Models,https://openreview.net/pdf?id=NtDXCDvkXJ
af2ztLTFqe,af2ztLTFqe,Token-Aware Inference-Time Intervention for Large Language Model Alignment,https://openreview.net/pdf?id=af2ztLTFqe
r2nwBwodth,r2nwBwodth,PFML: Self-Supervised Learning of Time-Series Data Without Representation Collapse,https://openreview.net/pdf?id=r2nwBwodth
medKq3cONT,medKq3cONT,Towards Scalable Semantic Representation for Recommendation,https://openreview.net/pdf?id=medKq3cONT
zu7cBTPsDb,zu7cBTPsDb,MVTokenFlow: High-quality 4D Content Generation using Multiview Token Flow,https://openreview.net/pdf?id=zu7cBTPsDb
N80ER2he6l,N80ER2he6l,OMNIBAL: TOWARDS FAST INSTRUCT-TUNING FOR VISION-LANGUAGE MODELS VIA OMNIVERSE COMPUTATION BALANCE,https://openreview.net/pdf?id=N80ER2he6l
CWAvMSNUqT,CWAvMSNUqT,Pooling And Attention: What Are Effective Designs For LLM-Based Embedding Models?,https://openreview.net/pdf?id=CWAvMSNUqT
Tzlmaaiytv,Tzlmaaiytv,Open-World Test-Time Training: Self-Training with Contrastive Learning,https://openreview.net/pdf?id=Tzlmaaiytv
UUNTAwJIIn,UUNTAwJIIn,Rethinking Brain-to-Image Reconstruction: What Should We Decode from fMRI Signals?,https://openreview.net/pdf?id=UUNTAwJIIn
f4mQ2SU5tp,f4mQ2SU5tp,IntLoRA: Integral Low-rank Adaptation of Quantized Diffusion Models,https://openreview.net/pdf?id=f4mQ2SU5tp
eWs2Zxxwwn,eWs2Zxxwwn,Integrating the Expression and Discrimination via Bilateral Compensation for Molecular Property Prediction,https://openreview.net/pdf?id=eWs2Zxxwwn
ym7pr83XQr,ym7pr83XQr,DenoiseVAE: Learning Molecule-Adaptive Noise Distributions for Denoising-based 3D Molecular Pre-training,https://openreview.net/pdf?id=ym7pr83XQr
GYwH71ugtC,GYwH71ugtC,Retrieval Augmented Time Series Forecasting,https://openreview.net/pdf?id=GYwH71ugtC
ep4FPuE1w3,ep4FPuE1w3,Fine-tuning CLIP’s Last Visual Projector: A Few-Shot Cornucopia,https://openreview.net/pdf?id=ep4FPuE1w3
PiZtlzMWUj,PiZtlzMWUj,SoftCVI: Contrastive variational inference with self-generated soft labels,https://openreview.net/pdf?id=PiZtlzMWUj
CpgWRFqxhD,CpgWRFqxhD,MEMO: Memory-Guided and Emotion-Aware Talking Video Generation,https://openreview.net/pdf?id=CpgWRFqxhD
UXpwNNiMRC,UXpwNNiMRC,Quantile Regression for Distributional Reward Models in RLHF,https://openreview.net/pdf?id=UXpwNNiMRC
RDVrlWAb7K,RDVrlWAb7K,Halton Scheduler for Masked Generative Image Transformer,https://openreview.net/pdf?id=RDVrlWAb7K
k8KsI84Ds7,k8KsI84Ds7,Process-Driven Autoformalization in Lean 4,https://openreview.net/pdf?id=k8KsI84Ds7
BydkbNH0gj,BydkbNH0gj,LESS IS MORE: HIGH-VALUE DATA SELECTION FOR VISUAL INSTRUCTION TUNING,https://openreview.net/pdf?id=BydkbNH0gj
IiwyThOFXL,IiwyThOFXL,SemanticMIM: Marring Masked Image Modeling with Semantics Compression for General Visual Representation,https://openreview.net/pdf?id=IiwyThOFXL
Exkm5OReTY,Exkm5OReTY,MaskTab: Masked Tabular Data Modeling for Learning with Missing Features,https://openreview.net/pdf?id=Exkm5OReTY
K5wFwpaUvK,K5wFwpaUvK,Injecting Vision Language into Autoregressive Image Generation,https://openreview.net/pdf?id=K5wFwpaUvK
avNVrQ8D2v,avNVrQ8D2v,PredFormer: Transformers Are Effective Spatial-Temporal Predictive Learners,https://openreview.net/pdf?id=avNVrQ8D2v
lJpqxFgWCM,lJpqxFgWCM,MonST3R: A Simple Approach for Estimating Geometry in the Presence of Motion,https://openreview.net/pdf?id=lJpqxFgWCM
oHbmiaeyUL,oHbmiaeyUL,Multidimensional Trajectory Optimization for Flow and Diffusion,https://openreview.net/pdf?id=oHbmiaeyUL
mP7uV59iJM,mP7uV59iJM,GS-CPR: Efficient Camera Pose Refinement via 3D Gaussian Splatting,https://openreview.net/pdf?id=mP7uV59iJM
g1fkhbhHjL,g1fkhbhHjL,Black Sheep in the Herd: Playing with Spuriously Correlated Attributes for Vision-Language Recognition,https://openreview.net/pdf?id=g1fkhbhHjL
4M0BRyGMnJ,4M0BRyGMnJ,Democratic Training Against Universal Adversarial Perturbations,https://openreview.net/pdf?id=4M0BRyGMnJ
Pw7Wb3dGvg,Pw7Wb3dGvg,Understanding Llava's Visual Question Answering in a Mechanistic View,https://openreview.net/pdf?id=Pw7Wb3dGvg
Lp40Z40N07,Lp40Z40N07,Framer: Interactive Frame Interpolation,https://openreview.net/pdf?id=Lp40Z40N07
6xqPekRv7f,6xqPekRv7f,Understanding and Mitigating Gender Bias in LLMs via Interpretable Model Editing,https://openreview.net/pdf?id=6xqPekRv7f
ndtFyx7UWs,ndtFyx7UWs,PersonalVideo: High ID-Fidelity Video Customization With Static Images,https://openreview.net/pdf?id=ndtFyx7UWs
BM9qfolt6p,BM9qfolt6p,LucidPPN: Unambiguous Prototypical Parts Network for User-centric Interpretable Computer Vision,https://openreview.net/pdf?id=BM9qfolt6p
CB2r9PwuRQ,CB2r9PwuRQ,CausalESC: Breaking Causal Cycles for Emotional Support Conversations with Temporal Causal HMM,https://openreview.net/pdf?id=CB2r9PwuRQ
VwyKSnMmrr,VwyKSnMmrr,Unveiling Language Skills under Circuits,https://openreview.net/pdf?id=VwyKSnMmrr
z3DMFpaP6m,z3DMFpaP6m,On the Entropy of Language Models in Getting Semantic from Tokens,https://openreview.net/pdf?id=z3DMFpaP6m
Mh8blXreJW,Mh8blXreJW,PASER: Post-Training Data Selection for Efficient Pruned Large Language Model Recovery,https://openreview.net/pdf?id=Mh8blXreJW
PPDheO2z5v,PPDheO2z5v,Actra: Optimized Transformer Architecture for Vision-Language-Action Models in Robot Learning,https://openreview.net/pdf?id=PPDheO2z5v
vKG270UOg4,vKG270UOg4,BDC-Occ: Binarized Deep Convolution Unit For Binarized Occupancy Network,https://openreview.net/pdf?id=vKG270UOg4
i0e0OMK8xM,i0e0OMK8xM,WARP: On the Benefits of Weight Averaged Rewarded Policies,https://openreview.net/pdf?id=i0e0OMK8xM
dxoryzjsCW,dxoryzjsCW,Improving Diffusion-based Data Augmentation with Inversion Circle Interpolation,https://openreview.net/pdf?id=dxoryzjsCW
zSHoaTNlmA,zSHoaTNlmA,Segmentation using efficient residual networks with attention-fusion modules,https://openreview.net/pdf?id=zSHoaTNlmA
rYTlmSlxia,rYTlmSlxia,From Data to Model: Anomaly Detection of 3D GPR Data in CuDeRes Model Space,https://openreview.net/pdf?id=rYTlmSlxia
qpI6GO80ri,qpI6GO80ri,Delving into Temperature Scaling for Adaptive Conformal Prediction,https://openreview.net/pdf?id=qpI6GO80ri
JQV9gH55Az,JQV9gH55Az,SimDiffPDE: Simple Diffusion Baselines for Solving Partial Differential Equations,https://openreview.net/pdf?id=JQV9gH55Az
USI3ZbuFaV,USI3ZbuFaV,Certifying Language Model Robustness with Fuzzed Randomized Smoothing: An Efficient Defense Against Backdoor Attacks,https://openreview.net/pdf?id=USI3ZbuFaV
B282LrYgpA,B282LrYgpA,StyleMaster: Towards Flexible Stylized Image Generation with Diffusion Models,https://openreview.net/pdf?id=B282LrYgpA
JxhgSAnrsG,JxhgSAnrsG,Is a 3D-Tokenized LLM the Key to Reliable Autonomous Driving?,https://openreview.net/pdf?id=JxhgSAnrsG
MlxeUVCQgD,MlxeUVCQgD,Combating inherent noise for direct preference optimization,https://openreview.net/pdf?id=MlxeUVCQgD
j7cyANIAxV,j7cyANIAxV,Rethinking the generalization of drug target affinity prediction algorithms via similarity aware evaluation,https://openreview.net/pdf?id=j7cyANIAxV
tE9gdaxHeB,tE9gdaxHeB,Inferring Time-Varying Internal Models of Agents Through Dynamic Structure Learning,https://openreview.net/pdf?id=tE9gdaxHeB
qC3pfTGOxz,qC3pfTGOxz,Enhancing Human Body Generation in Diffusion Models with Dual-Level Prior Knowledge,https://openreview.net/pdf?id=qC3pfTGOxz
jPlghr8io4,jPlghr8io4,Learning with Analogical Reasoning for Robust Few-Shot Learning,https://openreview.net/pdf?id=jPlghr8io4
ZP8ZSJyP1U,ZP8ZSJyP1U,A Framework of SO(3)-equivariant Non-linear Representation Learning and its Application to Electronic-Structure Hamiltonian Prediction,https://openreview.net/pdf?id=ZP8ZSJyP1U
BCeock53nt,BCeock53nt,Kolmogorov-Arnold Transformer,https://openreview.net/pdf?id=BCeock53nt
rqBc4WnvUP,rqBc4WnvUP,Multi-view Object-Centric Learning with Identifiable Representations,https://openreview.net/pdf?id=rqBc4WnvUP
zdKgyC2vnQ,zdKgyC2vnQ,MiniDrive: More Efficient Vision-Language Models with Multi-Level 2D Features as Text Tokens for Autonomous Driving,https://openreview.net/pdf?id=zdKgyC2vnQ
4nU3BLG1ni,4nU3BLG1ni,Multi-player Multi-armed Bandits with Delayed Feedback,https://openreview.net/pdf?id=4nU3BLG1ni
r0QqfaCkF8,r0QqfaCkF8,Fragment-Augmented Diffusion for Molecular Conformation Generation,https://openreview.net/pdf?id=r0QqfaCkF8
N83O2FcqzN,N83O2FcqzN,Time-Dependent VAE for Building Latent Representations from Visual Neural Activity with Complex Dynamics,https://openreview.net/pdf?id=N83O2FcqzN
C9YyVygCpG,C9YyVygCpG,Optimal Algorithm for Max-Min Fair Bandit,https://openreview.net/pdf?id=C9YyVygCpG
6jjAYmppGQ,6jjAYmppGQ,BrainUICL: An Unsupervised Individual Continual Learning Framework for EEG Applications,https://openreview.net/pdf?id=6jjAYmppGQ
ODiY6pbHZQ,ODiY6pbHZQ,Oryx MLLM: On-Demand Spatial-Temporal Understanding at Arbitrary Resolution,https://openreview.net/pdf?id=ODiY6pbHZQ
tBZK9BI2GZ,tBZK9BI2GZ,Is Cognition consistent with Perception? Assessing and Mitigating Multimodal Knowledge Conflicts in Document Understanding,https://openreview.net/pdf?id=tBZK9BI2GZ
STEEDDv3zI,STEEDDv3zI,Is In-Context Learning Sufficient for Instruction Following in LLMs?,https://openreview.net/pdf?id=STEEDDv3zI
dyzdDSzoKi,dyzdDSzoKi,Exploring the Collaborative Advantage of Low-level Information on Generalizable AI-generateted Image Detection,https://openreview.net/pdf?id=dyzdDSzoKi
rXNGpyxsLQ,rXNGpyxsLQ,SP-LoRA: Sparsity-Preserved Low-Rank Adaptation for Sparse Large Language Model,https://openreview.net/pdf?id=rXNGpyxsLQ
dIaykjbiiL,dIaykjbiiL,Are Synthetic Time-series Data Really not as Good as Real Data?,https://openreview.net/pdf?id=dIaykjbiiL
Fur0DtynPX,Fur0DtynPX,GridMix: Exploring Spatial Modulation for Neural Fields in PDE Modeling,https://openreview.net/pdf?id=Fur0DtynPX
kT6oc5CpEi,kT6oc5CpEi,BlackDAN: A Black-Box Multi-Objective Approach to Effective and Contextual Jailbreaking of Language Models,https://openreview.net/pdf?id=kT6oc5CpEi
4HRRcqE9SU,4HRRcqE9SU,ND-SDF: Learning Normal Deflection Fields for High-Fidelity Indoor Reconstruction,https://openreview.net/pdf?id=4HRRcqE9SU
X4Rcxi9588,X4Rcxi9588,Visual Context Window Extension: A New Perspective for Long Video Understanding,https://openreview.net/pdf?id=X4Rcxi9588
NRY0QAvGNT,NRY0QAvGNT,AddressVLM: Cross-view Alignment Tuning for Image Address Localization using Large Vision-Language Models,https://openreview.net/pdf?id=NRY0QAvGNT
NVKwjCIAAX,NVKwjCIAAX,Adaptive Constraint Integration for Simultaneously Optimizing Crystal Structures with Multiple Targeted Properties,https://openreview.net/pdf?id=NVKwjCIAAX
GDS5eN65QY,GDS5eN65QY,OVTR: End-to-End Open-Vocabulary Multiple Object Tracking with Transformer,https://openreview.net/pdf?id=GDS5eN65QY
cSgEW7EZ9h,cSgEW7EZ9h,Meta-Black-Box-Optimization through Offline Q-function Learning with Mamba Architecture,https://openreview.net/pdf?id=cSgEW7EZ9h
kjVgyR3RFr,kjVgyR3RFr,Evaluating the Quality of Hallucination Benchmarks for Large Vision-Language Models,https://openreview.net/pdf?id=kjVgyR3RFr
xreOs2yjqf,xreOs2yjqf,EvalAlign: Supervised Fine-Tuning Multimodal LLMs with Human-Aligned Data for Evaluating Text-to-Image Models,https://openreview.net/pdf?id=xreOs2yjqf
pQOHbTpAwf,pQOHbTpAwf,DeepNT: Path-Centric Graph Neural Networks for Network Tomography,https://openreview.net/pdf?id=pQOHbTpAwf
wtrDLMFU9v,wtrDLMFU9v,Learning Evolving Tools for Large Language Models,https://openreview.net/pdf?id=wtrDLMFU9v
wUtCieKuQU,wUtCieKuQU,Towards Effective Evaluations and Comparisons for LLM Unlearning Methods,https://openreview.net/pdf?id=wUtCieKuQU
AY1S52vr0a,AY1S52vr0a,Q-Mamba: Towards more efficient Mamba models via Post-Training Quantization,https://openreview.net/pdf?id=AY1S52vr0a
cQCrBJHy0C,cQCrBJHy0C,EmoAttack: Emotion-to-Image Diffusion Models for Emotional Backdoor Generation,https://openreview.net/pdf?id=cQCrBJHy0C
uBxN9JA29p,uBxN9JA29p,SoloPose: One-Stage Kinematic 3D Human Pose Estimation with Mocap Data Augmentation,https://openreview.net/pdf?id=uBxN9JA29p
BfUugGfBE5,BfUugGfBE5,Distilling Reinforcement Learning Algorithms for In-Context Model-Based Planning,https://openreview.net/pdf?id=BfUugGfBE5
dIZB7jeSUv,dIZB7jeSUv,CamI2V: Camera-Controlled Image-to-Video Diffusion Model,https://openreview.net/pdf?id=dIZB7jeSUv
noidywkBba,noidywkBba,Chain-of-Focus Prompting: Leveraging Sequential Visual Cues to Prompt Large Autoregressive Vision Models,https://openreview.net/pdf?id=noidywkBba
FkXYvV7nEB,FkXYvV7nEB,KV-Dict: Sparse KV Cache Compression with Universal Dictionaries,https://openreview.net/pdf?id=FkXYvV7nEB
etToTig9Fp,etToTig9Fp,Visual Perception in Text Strings,https://openreview.net/pdf?id=etToTig9Fp
Jg9Ol9aVjx,Jg9Ol9aVjx,DICR: Direct Intra-image Constrastive Regularization for Contrastive Learning,https://openreview.net/pdf?id=Jg9Ol9aVjx
m9BiWVTJDx,m9BiWVTJDx,A Probabilistic Approach to Optimizing Hardware Control Parameters in System Property Estimation using Gumbel-Softmax,https://openreview.net/pdf?id=m9BiWVTJDx
YERRy6v5uA,YERRy6v5uA,Rethinking Structure Learning For Graph Neural Networks,https://openreview.net/pdf?id=YERRy6v5uA
UnCKU8pZVe,UnCKU8pZVe,BOFormer: Learning to Solve Multi-Objective Bayesian Optimization via Non-Markovian RL,https://openreview.net/pdf?id=UnCKU8pZVe
xayT1nn8Mg,xayT1nn8Mg,Deep Signature: Characterization of Large-Scale Molecular Dynamics,https://openreview.net/pdf?id=xayT1nn8Mg
yAzN4tz7oI,yAzN4tz7oI,RDT-1B: a Diffusion Foundation Model for Bimanual Manipulation,https://openreview.net/pdf?id=yAzN4tz7oI
KTHUTtEX5F,KTHUTtEX5F,CellDJBench: Benchmark Datasets for Data-Driven Biological Fluid Simulation,https://openreview.net/pdf?id=KTHUTtEX5F
PvvXDazPMs,PvvXDazPMs,Diffusion Transformer Policy,https://openreview.net/pdf?id=PvvXDazPMs
jJ7azzLMdE,jJ7azzLMdE,IoT-LLM: Enhancing Real-World IoT Task Reasoning with Large Language Models,https://openreview.net/pdf?id=jJ7azzLMdE
02haSpO453,02haSpO453,VILA-U: a Unified Foundation Model Integrating Visual Understanding and Generation,https://openreview.net/pdf?id=02haSpO453
M2YCdfxNVx,M2YCdfxNVx,VILA^2: VLM Augmented VLM with Self-Improvement,https://openreview.net/pdf?id=M2YCdfxNVx
1EnpStvBU8,1EnpStvBU8,Feast Your Eyes:  Mixture-of-Resolution Adaptation for Multimodal Large Language Models,https://openreview.net/pdf?id=1EnpStvBU8
7iCT2vmYAR,7iCT2vmYAR,Contrastive learning of cell state dynamics in response to perturbations,https://openreview.net/pdf?id=7iCT2vmYAR
8mE8KNHTjd,8mE8KNHTjd,UniQA: Unified Vision-Language Pre-training for Image Quality and Aesthetic Assessment,https://openreview.net/pdf?id=8mE8KNHTjd
dd2CABUZaw,dd2CABUZaw,ChartBench: A Benchmark for Complex Visual Reasoning in Charts,https://openreview.net/pdf?id=dd2CABUZaw
1kFDrYCuSu,1kFDrYCuSu,PAL: Sample-Efficient Personalized Reward Modeling for Pluralistic Alignment,https://openreview.net/pdf?id=1kFDrYCuSu
taHwqSrbrb,taHwqSrbrb,Dynamic Diffusion Transformer,https://openreview.net/pdf?id=taHwqSrbrb
RMaRBE9s2H,RMaRBE9s2H,GS-LiDAR: Generating Realistic LiDAR Point Clouds with Panoramic Gaussian Splatting,https://openreview.net/pdf?id=RMaRBE9s2H
xy9yv5siYQ,xy9yv5siYQ,Learning Dynamic 3D Gaussians from Monocular Videos without Camera Poses,https://openreview.net/pdf?id=xy9yv5siYQ
6yQUfbACWX,6yQUfbACWX,Brain-to-4D: 4D Generation from fMRI,https://openreview.net/pdf?id=6yQUfbACWX
dhAL5fy8wS,dhAL5fy8wS,Data Selection via Optimal Control for Language Models,https://openreview.net/pdf?id=dhAL5fy8wS
ClkfwM3STw,ClkfwM3STw,"Evaluating the Generalization Ability of Quantized LLMs: Benchmark, Analysis, and Toolbox",https://openreview.net/pdf?id=ClkfwM3STw
